PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
635,0,3,1,9,3,2,27.9,,1
636,1,2,1,28,0,0,13.0,,1
637,0,3,0,32,0,0,7.925,,1
638,0,2,0,31,1,1,26.25,,1
639,0,3,1,41,0,5,39.6875,,1
640,0,3,0,28,1,0,16.1,,1
641,0,3,0,20,0,0,7.8542,,1
642,1,1,1,24,0,0,65.6344,B35,0
643,0,3,1,2,3,2,27.9,,1
644,1,3,0,28,0,0,56.4958,,1
645,1,3,1,0,2,1,19.2583,,0
646,1,1,0,48,1,0,65.6344,D33,0
647,0,3,0,19,0,0,7.8958,,1
648,1,1,0,56,0,0,35.5,A26,0
649,0,3,0,28,0,0,7.55,,1
650,1,3,1,23,0,0,7.55,,1
651,0,3,0,28,0,0,7.8958,,1
652,1,2,1,18,0,1,23.0,,1
653,0,3,0,21,0,0,8.4333,,1
654,1,3,1,28,0,0,7.8292,,2
655,0,3,1,18,0,0,6.75,,2
656,0,2,0,24,2,0,65.6344,,1
657,0,3,0,28,0,0,7.8958,,1
658,0,3,1,32,1,1,15.5,,2
659,0,2,0,23,0,0,13.0,,1
660,0,1,0,58,0,2,65.6344,D48,0
661,1,1,0,50,2,0,65.6344,,1
662,0,3,0,40,0,0,7.225,,0
663,0,1,0,47,0,0,25.5875,E58,1
664,0,3,0,36,0,0,7.4958,,1
665,1,3,0,20,1,0,7.925,,1
666,0,2,0,32,2,0,65.6344,,1
667,0,2,0,25,0,0,13.0,,1
668,0,3,0,28,0,0,7.775,,1
669,0,3,0,43,0,0,8.05,,1
670,1,1,1,28,1,0,52.0,C126,1
671,1,2,1,40,1,1,39.0,,1
672,0,1,0,31,1,0,52.0,B71,1
673,0,2,0,70,0,0,10.5,,1
674,1,2,0,31,0,0,13.0,,1
675,0,2,0,28,0,0,0.0,,1
676,0,3,0,18,0,0,7.775,,1
677,0,3,0,24,0,0,8.05,,1
678,1,3,1,18,0,0,9.8417,,1
679,0,3,1,43,1,6,46.9,,1
680,1,1,0,36,0,1,65.6344,B51 B53 B55,0
681,0,3,1,28,0,0,8.1375,,2
682,1,1,0,27,0,0,65.6344,D49,0
683,0,3,0,20,0,0,9.225,,1
684,0,3,0,14,5,2,46.9,,1
685,0,2,0,60,1,1,39.0,,1
686,0,2,0,25,1,2,41.5792,,0
687,0,3,0,14,4,1,39.6875,,1
688,0,3,0,19,0,0,10.1708,,1
689,0,3,0,18,0,0,7.7958,,1
690,1,1,1,15,0,1,65.6344,B5,1
691,1,1,0,31,1,0,57.0,B20,1
692,1,3,1,4,0,1,13.4167,,0
693,1,3,0,28,0,0,56.4958,,1
694,0,3,0,25,0,0,7.225,,0
695,0,1,0,60,0,0,26.55,,1
696,0,2,0,52,0,0,13.5,,1
697,0,3,0,44,0,0,8.05,,1
698,1,3,1,28,0,0,7.7333,,2
699,0,1,0,49,1,1,65.6344,C68,0
700,0,3,0,42,0,0,7.65,F G63,1
701,1,1,1,18,1,0,65.6344,C62 C64,0
702,1,1,0,35,0,0,26.2875,E24,1
703,0,3,1,18,0,1,14.4542,,0
704,0,3,0,25,0,0,7.7417,,2
705,0,3,0,26,1,0,7.8542,,1
706,0,2,0,39,0,0,26.0,,1
707,1,2,1,45,0,0,13.5,,1
708,1,1,0,42,0,0,26.2875,E24,1
709,1,1,1,22,0,0,65.6344,,1
710,1,3,0,28,1,1,15.2458,,0
711,1,1,1,24,0,0,49.5042,C90,0
712,0,1,0,28,0,0,26.55,C124,1
713,1,1,0,48,1,0,52.0,C126,1
714,0,3,0,29,0,0,9.4833,,1
715,0,2,0,52,0,0,13.0,,1
716,0,3,0,19,0,0,7.65,F G73,1
717,1,1,1,38,0,0,65.6344,C45,0
718,1,2,1,27,0,0,10.5,E101,1
719,0,3,0,28,0,0,15.5,,2
720,0,3,0,33,0,0,7.775,,1
721,1,2,1,6,0,1,33.0,,1
722,0,3,0,17,1,0,7.0542,,1
723,0,2,0,34,0,0,13.0,,1
724,0,2,0,50,0,0,13.0,,1
725,1,1,0,27,1,0,53.1,E8,1
726,0,3,0,20,0,0,8.6625,,1
727,1,2,1,30,3,0,21.0,,1
728,1,3,1,28,0,0,7.7375,,2
729,0,2,0,25,1,0,26.0,,1
730,0,3,1,25,1,0,7.925,,1
731,1,1,1,29,0,0,65.6344,B5,1
732,0,3,0,11,0,0,18.7875,,0
733,0,2,0,28,0,0,0.0,,1
734,0,2,0,23,0,0,13.0,,1
735,0,2,0,23,0,0,13.0,,1
736,0,3,0,28,0,0,16.1,,1
737,0,3,1,48,1,3,34.375,,1
738,1,1,0,35,0,0,65.6344,B101,0
739,0,3,0,28,0,0,7.8958,,1
740,0,3,0,28,0,0,7.8958,,1
741,1,1,0,28,0,0,30.0,D45,1
742,0,1,0,36,1,0,65.6344,C46,1
743,1,1,1,21,2,2,65.6344,B57 B59 B63 B66,0
744,0,3,0,24,1,0,16.1,,1
745,1,3,0,31,0,0,7.925,,1
746,0,1,0,70,1,1,65.6344,B22,1
747,0,3,0,16,1,1,20.25,,1
748,1,2,1,30,0,0,13.0,,1
749,0,1,0,19,1,0,53.1,D30,1
750,0,3,0,31,0,0,7.75,,2
751,1,2,1,4,1,1,23.0,,1
752,1,3,0,6,0,1,12.475,E121,1
753,0,3,0,33,0,0,9.5,,1
754,0,3,0,23,0,0,7.8958,,1
755,1,2,1,48,1,2,65.0,,1
756,1,2,0,0,1,1,14.5,,1
757,0,3,0,28,0,0,7.7958,,1
758,0,2,0,18,0,0,11.5,,1
759,0,3,0,34,0,0,8.05,,1
760,1,1,1,33,0,0,65.6344,B77,1
761,0,3,0,28,0,0,14.5,,1
762,0,3,0,41,0,0,7.125,,1
763,1,3,0,20,0,0,7.2292,,0
764,1,1,1,36,1,2,65.6344,B96 B98,1
765,0,3,0,16,0,0,7.775,,1
766,1,1,1,51,1,0,65.6344,D11,1
767,0,1,0,28,0,0,39.6,,0
768,0,3,1,30,0,0,7.75,,2
769,0,3,0,28,1,0,24.15,,2
770,0,3,0,32,0,0,8.3625,,1
771,0,3,0,24,0,0,9.5,,1
772,0,3,0,48,0,0,7.8542,,1
773,0,2,1,57,0,0,10.5,E77,1
774,0,3,0,28,0,0,7.225,,0
775,1,2,1,54,1,3,23.0,,1
776,0,3,0,18,0,0,7.75,,1
777,0,3,0,28,0,0,7.75,F38,2
778,1,3,1,5,0,0,12.475,,1
779,0,3,0,28,0,0,7.7375,,2
780,1,1,1,43,0,1,65.6344,B3,1
781,1,3,1,13,0,0,7.2292,,0
782,1,1,1,17,1,0,57.0,B20,1
783,0,1,0,29,0,0,30.0,D6,1
784,0,3,0,28,1,2,23.45,,1
785,0,3,0,25,0,0,7.05,,1
786,0,3,0,25,0,0,7.25,,1
787,1,3,1,18,0,0,7.4958,,1
788,0,3,0,8,4,1,29.125,,2
789,1,3,0,1,1,2,20.575,,1
790,0,1,0,46,0,0,65.6344,B82 B84,0
791,0,3,0,28,0,0,7.75,,2
792,0,2,0,16,0,0,26.0,,1
793,0,3,1,28,8,2,65.6344,,1
794,0,1,0,28,0,0,30.6958,,0
795,0,3,0,25,0,0,7.8958,,1
796,0,2,0,39,0,0,13.0,,1
797,1,1,1,49,0,0,25.9292,D17,1
798,1,3,1,31,0,0,8.6833,,1
799,0,3,0,30,0,0,7.2292,,0
800,0,3,1,30,1,1,24.15,,1
801,0,2,0,34,0,0,13.0,,1
802,1,2,1,31,1,1,26.25,,1
803,1,1,0,11,1,2,65.6344,B96 B98,1
804,1,3,0,0,0,1,8.5167,,0
805,1,3,0,27,0,0,6.975,,1
806,0,3,0,31,0,0,7.775,,1
807,0,1,0,39,0,0,0.0,A36,1
808,0,3,1,18,0,0,7.775,,1
809,0,2,0,39,0,0,13.0,,1
810,1,1,1,33,1,0,53.1,E8,1
811,0,3,0,26,0,0,7.8875,,1
812,0,3,0,39,0,0,24.15,,1
813,0,2,0,35,0,0,10.5,,1
814,0,3,1,6,4,2,31.275,,1
815,0,3,0,30,0,0,8.05,,1
816,0,1,0,28,0,0,0.0,B102,1
817,0,3,1,23,0,0,7.925,,1
818,0,2,0,31,1,1,37.0042,,0
819,0,3,0,43,0,0,6.45,,1
820,0,3,0,10,3,2,27.9,,1
821,1,1,1,52,1,1,65.6344,B69,1
822,1,3,0,27,0,0,8.6625,,1
823,0,1,0,38,0,0,0.0,,1
824,1,3,1,27,0,1,12.475,E121,1
825,0,3,0,2,4,1,39.6875,,1
826,0,3,0,28,0,0,6.95,,2
827,0,3,0,28,0,0,56.4958,,1
828,1,2,0,1,0,2,37.0042,,0
829,1,3,0,28,0,0,7.75,,2
830,1,1,1,62,0,0,65.6344,B28,1
831,1,3,1,15,1,0,14.4542,,0
832,1,2,0,0,1,1,18.75,,1
833,0,3,0,28,0,0,7.2292,,0
834,0,3,0,23,0,0,7.8542,,1
835,0,3,0,18,0,0,8.3,,1
836,1,1,1,39,1,1,65.6344,E49,0
837,0,3,0,21,0,0,8.6625,,1
838,0,3,0,28,0,0,8.05,,1
839,1,3,0,32,0,0,56.4958,,1
840,1,1,0,28,0,0,29.7,C47,0
841,0,3,0,20,0,0,7.925,,1
842,0,2,0,16,0,0,10.5,,1
843,1,1,1,30,0,0,31.0,,0
844,0,3,0,34,0,0,6.4375,,0
845,0,3,0,17,0,0,8.6625,,1
846,0,3,0,42,0,0,7.55,,1
847,0,3,0,28,8,2,65.6344,,1
848,0,3,0,35,0,0,7.8958,,0
849,0,2,0,28,0,1,33.0,,1
850,1,1,1,28,1,0,65.6344,C92,0
851,0,3,0,4,4,2,31.275,,1
852,0,3,0,74,0,0,7.775,,1
853,0,3,1,9,1,1,15.2458,,0
854,1,1,1,16,0,1,39.4,D28,1
855,0,2,1,44,1,0,26.0,,1
856,1,3,1,18,0,1,9.35,,1
857,1,1,1,45,1,1,65.6344,,1
858,1,1,0,51,0,0,26.55,E17,1
859,1,3,1,24,0,3,19.2583,,0
860,0,3,0,28,0,0,7.2292,,0
861,0,3,0,41,2,0,14.1083,,1
862,0,2,0,21,1,0,11.5,,1
863,1,1,1,48,0,0,25.9292,D17,1
864,0,3,1,28,8,2,65.6344,,1
865,0,2,0,24,0,0,13.0,,1
866,1,2,1,42,0,0,13.0,,1
867,1,2,1,27,1,0,13.8583,,0
868,0,1,0,31,0,0,50.4958,A24,1
869,0,3,0,28,0,0,9.5,,1
870,1,3,0,4,1,1,11.1333,,1
871,0,3,0,26,0,0,7.8958,,1
872,1,1,1,47,1,1,52.5542,D35,1
873,0,1,0,33,0,0,5.0,B51 B53 B55,1
874,0,3,0,47,0,0,9.0,,1
875,1,2,1,28,1,0,24.0,,0
876,1,3,1,15,0,0,7.225,,0
877,0,3,0,20,0,0,9.8458,,1
878,0,3,0,19,0,0,7.8958,,1
879,0,3,0,28,0,0,7.8958,,1
880,1,1,1,56,0,1,65.6344,C50,0
881,1,2,1,25,0,1,26.0,,1
882,0,3,0,33,0,0,7.8958,,1
883,0,3,1,22,0,0,10.5167,,1
884,0,2,0,28,0,0,10.5,,1
885,0,3,0,25,0,0,7.05,,1
886,0,3,1,39,0,5,29.125,,2
887,0,2,0,27,0,0,13.0,,1
888,1,1,1,19,0,0,30.0,B42,1
889,0,3,1,28,1,2,23.45,,1
890,1,1,0,26,0,0,30.0,C148,0
891,0,3,0,32,0,0,7.75,,2
